img_id,lung_area_px,lung_area_mm2,lung_volume_fraction,lung_mean_hu,lung_pd95_hu,lung_pd05_hu
ID_0000_Z_0142.tif,57342,40318.59375,0.21874237060546875,-644.7506714101356,-368.0,-798.0
ID_0001_Z_0146.tif,95955,67468.359375,0.3660392761230469,-720.0429784794956,-544.0,-847.0
ID_0002_Z_0162.tif,60782,42737.34375,0.23186492919921875,-616.7226317001744,-294.0,-777.0
ID_0003_Z_0132.tif,52852,37161.5625,0.2016143798828125,-664.0364413834859,-267.5500000000029,-851.0
ID_0004_Z_0066.tif,81260,57135.9375,0.3099822998046875,-675.3479694806794,-295.0,-842.0
ID_0005_Z_0066.tif,52456,36883.125,0.200103759765625,-596.4388821107214,-356.0,-749.0
ID_0006_Z_0206.tif,59331,41717.109375,0.22632980346679688,-625.4058418027676,-392.0,-777.0
ID_0007_Z_0211.tif,75752,53263.125,0.288970947265625,-641.8782210370683,-356.0,-813.0
ID_0008_Z_0065.tif,75298,52943.90625,0.28723907470703125,-675.1177853329438,-340.0,-841.0
ID_0009_Z_0114.tif,62030,43614.84375,0.23662567138671875,-661.701289698533,-345.0,-836.0
ID_0010_Z_0259.tif,73031,51349.921875,0.2785911560058594,-696.8417384398406,-434.0,-842.0
ID_0011_Z_0156.tif,72748,51150.9375,0.2775115966796875,-651.6296530488811,-291.3500000000058,-821.0
ID_0012_Z_0167.tif,79156,55656.5625,0.3019561767578125,-688.6208247005912,-398.0,-837.0
ID_0013_Z_0047.tif,37612,26445.9375,0.1434783935546875,-669.8312772519408,-391.0,-817.0
ID_0014_Z_0116.tif,48663,34216.171875,0.18563461303710938,-673.3435669810739,-278.0,-848.0
ID_0015_Z_0136.tif,62798,44154.84375,0.23955535888671875,-675.5979171311188,-353.0,-837.0
ID_0016_Z_0208.tif,66278,46601.71875,0.25283050537109375,-688.3661848577206,-444.0,-841.0
ID_0017_Z_0061.tif,77068,54188.4375,0.2939910888671875,-656.1146130689781,-352.0,-821.0
ID_0018_Z_0069.tif,85528,60136.875,0.326263427734375,-661.5121363763914,-318.0,-825.0
ID_0019_Z_0088.tif,43894,30862.96875,0.16744232177734375,-656.9117191415684,-376.0,-807.0
ID_0020_Z_0070.tif,58226,40940.15625,0.22211456298828125,-698.1707656373442,-388.0,-853.0
ID_0021_Z_0066.tif,58870,41392.96875,0.22457122802734375,-647.3020723628333,-213.0,-829.0
ID_0022_Z_0131.tif,42984,30223.125,0.163970947265625,-560.035966871394,-250.0,-733.0
ID_0023_Z_0241.tif,83338,58597.03125,0.31790924072265625,-697.7357627972833,-406.0,-846.0
ID_0024_Z_0086.tif,61021,42905.390625,0.23277664184570312,-642.5626587568214,-315.0,-809.0
ID_0025_Z_0112.tif,29160,20503.125,0.111236572265625,-599.4674211248285,-225.0,-773.0
ID_0026_Z_0140.tif,61252,43067.8125,0.2336578369140625,-635.302210540064,-281.0,-826.0
ID_0027_Z_0125.tif,62415,43885.546875,0.23809432983398438,-649.3564367539855,-279.0,-826.0
ID_0028_Z_0125.tif,72639,51074.296875,0.2770957946777344,-666.366469802723,-360.0,-840.0
ID_0029_Z_0059.tif,45753,32170.078125,0.17453384399414062,-605.7524315345441,-170.59999999999854,-810.0
ID_0030_Z_0302.tif,72995,51324.609375,0.2784538269042969,-719.2710185629153,-452.0,-869.0
ID_0031_Z_0232.tif,48442,34060.78125,0.18479156494140625,-655.0561496222286,-402.0,-806.0
ID_0032_Z_0055.tif,54836,38556.5625,0.2091827392578125,-549.0399919760741,-139.0,-789.0
ID_0033_Z_0278.tif,59813,42056.015625,0.22816848754882812,-685.1943390232892,-416.0,-827.0
ID_0034_Z_0066.tif,39898,28053.28125,0.15219879150390625,-649.6921148929771,-366.0,-801.0
ID_0035_Z_0224.tif,59471,41815.546875,0.22686386108398438,-654.6456928587043,-410.0,-804.0
ID_0036_Z_0060.tif,55199,38811.796875,0.21056747436523438,-634.2198228228772,-275.0,-809.0
ID_0037_Z_0150.tif,53328,37496.25,0.20343017578125,-675.1993324332433,-172.35000000000582,-871.0
ID_0038_Z_0148.tif,38999,27421.171875,0.14876937866210938,-668.6707607887382,-442.0,-807.0
ID_0039_Z_0112.tif,67525,47478.515625,0.2575874328613281,-661.7910995927434,-332.0,-833.0
ID_0040_Z_0066.tif,55079,38727.421875,0.21010971069335938,-638.6325278236715,-247.0,-824.0
ID_0041_Z_0336.tif,86275,60662.109375,0.3291130065917969,-710.0627064618951,-433.0,-866.0
ID_0042_Z_0366.tif,77602,54563.90625,0.29602813720703125,-687.4832220819051,-358.0,-881.0
ID_0043_Z_0097.tif,58816,41355.0,0.224365234375,-626.4358847932535,-308.75,-787.0
ID_0044_Z_0116.tif,43730,30747.65625,0.16681671142578125,-630.2898010519094,-272.0,-797.0
ID_0045_Z_0131.tif,63064,44341.875,0.240570068359375,-684.4129455790943,-362.0,-865.0
ID_0046_Z_0110.tif,23126,16260.46875,0.08821868896484375,-548.5339444780766,-211.0,-750.0
ID_0047_Z_0272.tif,65217,45855.703125,0.24878311157226562,-646.6712053605655,-377.0,-804.0
ID_0048_Z_0294.tif,100199,70452.421875,0.3822288513183594,-728.4541961496622,-391.0,-896.0
ID_0049_Z_0105.tif,23563,16567.734375,0.08988571166992188,-504.19806476255144,-57.10000000000218,-850.0
ID_0050_Z_0085.tif,74551,52418.671875,0.2843894958496094,-684.5576316883744,-345.0,-835.0
ID_0051_Z_0130.tif,59264,41670.0,0.22607421875,-608.2620140388769,-201.0,-852.0
ID_0052_Z_0108.tif,94390,66367.96875,0.36006927490234375,-667.907829219197,-217.0,-886.0
ID_0053_Z_0127.tif,52982,37252.96875,0.20211029052734375,-622.178664452078,-322.0,-811.0
ID_0054_Z_0135.tif,71436,50228.4375,0.2725067138671875,-713.2705638613584,-512.0,-853.0
ID_0055_Z_0122.tif,64029,45020.390625,0.24425125122070312,-673.7302784675694,-338.0,-849.0
ID_0056_Z_0163.tif,54604,38393.4375,0.2082977294921875,-613.3731777891729,-205.0,-787.0
ID_0057_Z_0070.tif,40040,28153.125,0.152740478515625,-646.6842657342658,-347.0,-789.05
ID_0058_Z_0150.tif,66362,46660.78125,0.25315093994140625,-647.3974111690425,-310.0,-810.0
ID_0059_Z_0150.tif,79534,55922.34375,0.30339813232421875,-688.9142882289335,-396.0,-851.0
ID_0060_Z_0147.tif,45081,31697.578125,0.17197036743164062,-656.1444954637209,-331.0,-824.0
ID_0061_Z_0064.tif,53661,37730.390625,0.20470046997070312,-632.4167831385922,-237.0,-801.0
ID_0062_Z_0125.tif,81075,57005.859375,0.3092765808105469,-651.120579710145,-292.0,-815.0
ID_0063_Z_0067.tif,85611,60195.234375,0.3265800476074219,-683.1315952389295,-373.0,-838.0
ID_0064_Z_0069.tif,58259,40963.359375,0.22224044799804688,-601.1000875401226,-27.0,-812.0
ID_0065_Z_0126.tif,61407,43176.796875,0.23424911499023438,-645.2059537186315,-365.0,-826.0
ID_0066_Z_0141.tif,44269,31126.640625,0.16887283325195312,-652.2786148320495,-260.0,-858.0
ID_0067_Z_0238.tif,70966,49897.96875,0.27071380615234375,-701.6347264887411,-484.0,-836.0
ID_0068_Z_0055.tif,54531,38342.109375,0.20801925659179688,-587.9602794740606,-129.0,-801.0
ID_0069_Z_0054.tif,40832,28710.0,0.15576171875,-595.1130485893417,-231.0,-791.0
ID_0070_Z_0120.tif,71151,50028.046875,0.2714195251464844,-650.2814155809475,-252.0,-821.0
ID_0071_Z_0072.tif,54790,38524.21875,0.20900726318359375,-628.7600657054207,-381.0,-768.0
ID_0072_Z_0119.tif,49705,34948.828125,0.18960952758789062,-646.1083995573886,-406.0,-791.0
ID_0073_Z_0076.tif,63057,44336.953125,0.24054336547851562,-663.0948982666476,-280.8000000000029,-830.0
ID_0074_Z_0066.tif,41615,29260.546875,0.15874862670898438,-599.6939565060675,-176.0,-781.0
ID_0075_Z_0061.tif,50599,35577.421875,0.19301986694335938,-625.875946164944,-228.0,-791.0
ID_0076_Z_0230.tif,88213,62024.765625,0.3365058898925781,-683.5401698162402,-373.6000000000058,-838.0
ID_0077_Z_0173.tif,85070,59814.84375,0.32451629638671875,-725.5554484542142,-473.0,-878.0
ID_0078_Z_0058.tif,51286,36060.46875,0.19564056396484375,-626.0350193035136,-121.0,-831.0
ID_0079_Z_0072.tif,20305,14276.953125,0.07745742797851562,-657.5569564146762,-404.0,-814.0
ID_0080_Z_0213.tif,58499,41132.109375,0.22315597534179688,-655.0277098753825,-353.0,-823.0
ID_0081_Z_0066.tif,72774,51169.21875,0.27761077880859375,-624.652499519059,-265.0,-801.0
ID_0082_Z_0278.tif,73947,51993.984375,0.2820854187011719,-635.6890069914939,-330.0,-794.0
ID_0083_Z_0256.tif,78595,55262.109375,0.2998161315917969,-682.9882689738533,-450.6999999999971,-821.0
ID_0084_Z_0218.tif,58481,41119.453125,0.22308731079101562,-681.1946102152835,-456.0,-821.0
ID_0085_Z_0237.tif,51813,36431.015625,0.19765090942382812,-637.3712581784495,-319.0,-804.0
ID_0086_Z_0253.tif,74061,52074.140625,0.2825202941894531,-678.5664789835406,-416.0,-827.0
ID_0087_Z_0237.tif,67805,47675.390625,0.2586555480957031,-673.5291497677163,-441.0,-814.0
ID_0088_Z_0100.tif,48184,33879.375,0.183807373046875,-550.8053088162045,-175.0,-759.0
ID_0089_Z_0341.tif,81734,57469.21875,0.31179046630859375,-682.7723713509678,-387.0,-838.0
ID_0090_Z_0119.tif,40776,28670.625,0.155548095703125,-612.5215567981165,-206.75,-798.0
ID_0091_Z_0063.tif,71493,50268.515625,0.2727241516113281,-660.1208370050215,-262.6000000000058,-834.0
ID_0092_Z_0258.tif,58598,41201.71875,0.22353363037109375,-668.441346121028,-427.0,-818.0
ID_0093_Z_0123.tif,70624,49657.5,0.2694091796875,-680.3598210240145,-362.0,-855.0
ID_0094_Z_0214.tif,66828,46988.4375,0.2549285888671875,-632.5067337044353,-416.0,-769.0
ID_0095_Z_0097.tif,58437,41088.515625,0.22291946411132812,-549.713999691976,-16.0,-877.0
ID_0096_Z_0216.tif,78019,54857.109375,0.2976188659667969,-661.932567707866,-418.0,-804.0
ID_0097_Z_0098.tif,70830,49802.34375,0.27019500732421875,-661.8836368770295,-353.0,-819.0
ID_0098_Z_0068.tif,82687,58139.296875,0.3154258728027344,-706.3196754024211,-469.0,-852.0
ID_0099_Z_0069.tif,72680,51103.125,0.277252197265625,-657.4221931755641,-384.0,-830.0
ID_0100_Z_0062.tif,62899,44225.859375,0.23994064331054688,-662.8596957026343,-394.0,-817.0
ID_0101_Z_0196.tif,65997,46404.140625,0.2517585754394531,-612.945588435838,-158.0,-779.0
ID_0102_Z_0238.tif,74642,52482.65625,0.28473663330078125,-715.095067120388,-513.0,-848.0
ID_0103_Z_0069.tif,29993,21088.828125,0.11441421508789062,-599.3149734938153,-307.0,-753.0
ID_0104_Z_0101.tif,85026,59783.90625,0.32434844970703125,-697.7854773833886,-413.0,-844.0
ID_0105_Z_0240.tif,76943,54100.546875,0.2935142517089844,-694.4425223867019,-435.1000000000058,-837.0
ID_0106_Z_0130.tif,79449,55862.578125,0.3030738830566406,-720.8083928054475,-491.0,-874.0
ID_0107_Z_0062.tif,43043,30264.609375,0.16419601440429688,-582.0589642915224,-1.0,-812.0
ID_0108_Z_0259.tif,73999,52030.546875,0.2822837829589844,-675.1090014729929,-445.0,-809.0
ID_0109_Z_0134.tif,52159,36674.296875,0.19897079467773438,-648.992522862785,-276.0,-823.0
ID_0110_Z_0066.tif,45591,32056.171875,0.17391586303710938,-605.6049000899301,-180.0,-792.0
ID_0111_Z_0078.tif,69349,48761.015625,0.2645454406738281,-651.1837805880402,-339.0,-804.0
ID_0112_Z_0085.tif,107680,75712.5,0.4107666015625,-680.855646359584,-343.0,-833.0
ID_0113_Z_0090.tif,91082,64042.03125,0.34745025634765625,-682.5013943479502,-337.0500000000029,-837.0
ID_0114_Z_0078.tif,65287,45904.921875,0.24905014038085938,-639.1653621701105,-361.0,-820.0
ID_0115_Z_0060.tif,55313,38891.953125,0.21100234985351562,-639.985211433117,-380.0,-789.0
ID_0116_Z_0116.tif,35426,24908.90625,0.13513946533203125,-552.000225822842,-141.0,-771.0
ID_0117_Z_0235.tif,74303,52244.296875,0.2834434509277344,-685.0723658533303,-473.0,-822.0
ID_0118_Z_0206.tif,60332,42420.9375,0.2301483154296875,-632.8815056686335,-394.0,-779.0
ID_0119_Z_0063.tif,53506,37621.40625,0.20410919189453125,-612.9875154188315,-264.0,-785.75
ID_0120_Z_0123.tif,37013,26024.765625,0.14119338989257812,-650.3372868991976,-286.0,-820.0
ID_0121_Z_0245.tif,63604,44721.5625,0.2426300048828125,-618.0612854537451,-324.0,-772.0
ID_0122_Z_0066.tif,55225,38830.078125,0.21066665649414062,-674.572204617474,-366.0,-819.0
ID_0123_Z_0073.tif,65548,46088.4375,0.2500457763671875,-672.8271495697809,-220.0,-844.0
ID_0124_Z_0066.tif,65757,46235.390625,0.2508430480957031,-642.1440455008592,-331.0,-812.0
ID_0125_Z_0119.tif,48397,34029.140625,0.18461990356445312,-632.950947372771,-128.0,-869.0
ID_0126_Z_0139.tif,73484,51668.4375,0.2803192138671875,-635.9278346306679,-318.0,-795.0
ID_0127_Z_0064.tif,60466,42515.15625,0.23065948486328125,-646.6692852181391,-217.0,-831.0
ID_0128_Z_0130.tif,72113,50704.453125,0.2750892639160156,-694.4617614022437,-423.0,-864.0
ID_0129_Z_0104.tif,77705,54636.328125,0.2964210510253906,-659.6439611350621,-289.0,-838.0
ID_0130_Z_0140.tif,62641,44044.453125,0.23895645141601562,-680.995577976086,-368.0,-833.0
ID_0131_Z_0097.tif,52853,37162.265625,0.20161819458007812,-687.842166007606,-397.6000000000058,-838.0
ID_0132_Z_0069.tif,66757,46938.515625,0.2546577453613281,-712.9136120556645,-424.0,-858.0
ID_0133_Z_0070.tif,66330,46638.28125,0.25302886962890625,-694.566832504146,-356.45000000000437,-854.0
ID_0134_Z_0137.tif,97706,68699.53125,0.37271881103515625,-680.1306982171003,-269.0,-889.0
ID_0135_Z_0066.tif,46459,32666.484375,0.17722702026367188,-627.7684625153361,-324.0,-789.0
ID_0136_Z_0122.tif,44759,31471.171875,0.17074203491210938,-627.8296208583748,-333.0,-787.0
ID_0137_Z_0155.tif,52387,36834.609375,0.19984054565429688,-639.7366331341746,-258.0,-826.0
ID_0138_Z_0063.tif,55479,39008.671875,0.21163558959960938,-624.6859712684079,-380.0,-774.0
ID_0139_Z_0056.tif,46943,33006.796875,0.17907333374023438,-539.3868521398291,-174.0,-720.0
ID_0140_Z_0230.tif,65756,46234.6875,0.2508392333984375,-666.770576069104,-436.0,-806.0
ID_0141_Z_0128.tif,61089,42953.203125,0.23303604125976562,-654.5015796624597,-334.0,-811.0
ID_0142_Z_0145.tif,59130,41575.78125,0.22556304931640625,-653.1864874006427,-254.0,-821.0
ID_0143_Z_0124.tif,73612,51758.4375,0.2808074951171875,-697.9147557463457,-359.0,-875.0
ID_0144_Z_0224.tif,73335,51563.671875,0.2797508239746094,-675.7879457285062,-439.0,-818.0
ID_0145_Z_0059.tif,52704,37057.5,0.2010498046875,-605.6604052823316,-215.0,-775.0
ID_0146_Z_0122.tif,49431,34756.171875,0.18856430053710938,-619.4472294713844,-346.0,-793.0
ID_0147_Z_0051.tif,89115,62658.984375,0.3399467468261719,-657.3514559838411,-352.0,-832.0
ID_0148_Z_0254.tif,57392,40353.75,0.21893310546875,-686.4608656258712,-423.0,-844.0
ID_0149_Z_0269.tif,61836,43478.4375,0.2358856201171875,-668.6925415615499,-375.0,-822.0
ID_0150_Z_0090.tif,68427,48112.734375,0.2610282897949219,-694.5073289783272,-437.0,-835.0
ID_0151_Z_0140.tif,54964,38646.5625,0.2096710205078125,-605.4560257623172,-267.0,-766.0
ID_0152_Z_0133.tif,90557,63672.890625,0.3454475402832031,-726.6856013339665,-457.8000000000029,-876.0
ID_0153_Z_0065.tif,22323,15695.859375,0.08515548706054688,-548.2664516418045,-220.0,-711.0
ID_0154_Z_0070.tif,58295,40988.671875,0.22237777709960938,-668.8766789604597,-296.0,-830.0
ID_0155_Z_0130.tif,51843,36452.109375,0.19776535034179688,-631.8311826090311,-307.0,-797.0
ID_0156_Z_0099.tif,67463,47434.921875,0.2573509216308594,-669.423832322903,-353.0,-822.0
ID_0157_Z_0070.tif,64622,45437.34375,0.24651336669921875,-665.0827272445916,-230.0500000000029,-837.9499999999998
ID_0158_Z_0164.tif,43895,30863.671875,0.16744613647460938,-645.2647681968333,-298.70000000000437,-812.0
ID_0159_Z_0104.tif,45529,32012.578125,0.17367935180664062,-660.4705572272618,-359.0,-808.0
ID_0160_Z_0140.tif,65852,46302.1875,0.2512054443359375,-650.7410708862297,-288.0,-823.0
ID_0161_Z_0075.tif,39222,27577.96875,0.14962005615234375,-632.2577380041813,-232.0,-797.0
ID_0162_Z_0091.tif,57666,40546.40625,0.21997833251953125,-688.3421600249713,-436.0,-828.0
ID_0163_Z_0138.tif,57092,40142.8125,0.2177886962890625,-655.9725180410566,-330.0,-819.0
ID_0164_Z_0066.tif,44854,31537.96875,0.17110443115234375,-670.7056895706069,-390.0,-815.0
ID_0165_Z_0145.tif,44665,31405.078125,0.17038345336914062,-653.8096943915817,-433.0,-795.0
ID_0166_Z_0072.tif,47412,33336.5625,0.1808624267578125,-585.1228170083523,-163.0,-761.0
ID_0167_Z_0128.tif,70691,49704.609375,0.2696647644042969,-657.6574670042862,-305.0,-852.0
ID_0168_Z_0130.tif,58757,41313.515625,0.22414016723632812,-636.0941675034464,-270.8000000000029,-805.0
ID_0169_Z_0066.tif,43687,30717.421875,0.16665267944335938,-629.8964222766498,-326.0,-786.0
ID_0170_Z_0066.tif,46966,33022.96875,0.17916107177734375,-679.475194821786,-398.0,-831.0
ID_0171_Z_0184.tif,66318,46629.84375,0.25298309326171875,-630.9450677040924,-149.0,-821.0
ID_0172_Z_0098.tif,49763,34989.609375,0.18983078002929688,-524.8708880091634,-103.0,-779.0
ID_0173_Z_0110.tif,55006,38676.09375,0.20983123779296875,-665.8479438606697,-301.25,-863.0
ID_0174_Z_0054.tif,35767,25148.671875,0.13644027709960938,-586.4195487460509,-124.0,-801.0
ID_0175_Z_0165.tif,40035,28149.609375,0.15272140502929688,-606.3527413513176,-414.0,-737.0
ID_0176_Z_0162.tif,36171,25432.734375,0.13798141479492188,-624.5792209228388,-211.0,-808.0
ID_0177_Z_0163.tif,91711,64484.296875,0.3498497009277344,-692.5361952219472,-420.0,-839.0
ID_0178_Z_0127.tif,48679,34227.421875,0.18569564819335938,-616.7937508987449,-328.0,-777.0
ID_0179_Z_0130.tif,53418,37559.53125,0.20377349853515625,-636.4182672507394,-272.0,-795.0
ID_0180_Z_0086.tif,79893,56174.765625,0.3047676086425781,-688.7891680122164,-373.0,-843.0
ID_0181_Z_0122.tif,73550,51714.84375,0.28057098388671875,-658.4704010876954,-234.0,-893.0
ID_0182_Z_0060.tif,83787,58912.734375,0.3196220397949219,-660.3630038072732,-321.0,-831.0
ID_0183_Z_0242.tif,69186,48646.40625,0.26392364501953125,-693.3826641227994,-497.0,-823.0
ID_0184_Z_0089.tif,87360,61425.0,0.333251953125,-688.8053685897436,-352.0,-842.0
ID_0185_Z_0131.tif,65928,46355.625,0.251495361328125,-677.697533673098,-369.0,-832.0
ID_0186_Z_0102.tif,90840,63871.875,0.346527099609375,-684.797115808014,-418.0,-826.0
ID_0187_Z_0145.tif,83677,58835.390625,0.3192024230957031,-668.5768968772782,-424.0,-808.0
ID_0188_Z_0137.tif,36911,25953.046875,0.14080429077148438,-650.4446100078567,-364.0,-803.0
ID_0189_Z_0132.tif,30311,21312.421875,0.11562728881835938,-628.5659991422256,-309.5,-786.0
ID_0190_Z_0070.tif,68131,47904.609375,0.2598991394042969,-660.2401843507361,-362.5,-835.0
ID_0191_Z_0140.tif,35627,25050.234375,0.13590621948242188,-597.4341931681029,-237.0,-794.0
ID_0192_Z_0064.tif,75489,53078.203125,0.2879676818847656,-683.2445124455219,-371.0,-853.0
ID_0193_Z_0060.tif,60894,42816.09375,0.23229217529296875,-672.4052123361907,-348.0,-834.0
ID_0194_Z_0120.tif,67745,47633.203125,0.2584266662597656,-646.219455310355,-366.0,-811.0
ID_0195_Z_0062.tif,58382,41049.84375,0.22270965576171875,-680.7657839745127,-398.0,-832.0
ID_0196_Z_0259.tif,78536,55220.625,0.299591064453125,-685.8321534073546,-466.0,-823.0
ID_0197_Z_0123.tif,30750,21621.09375,0.11730194091796875,-543.7019837398374,-101.45000000000073,-728.0
ID_0198_Z_0120.tif,67641,47560.078125,0.2580299377441406,-680.2675448322763,-382.0,-860.0
ID_0199_Z_0119.tif,35228,24769.6875,0.1343841552734375,-613.9114908595435,-229.34999999999854,-788.0
ID_0200_Z_0125.tif,63105,44370.703125,0.24072647094726562,-701.7340305839474,-350.20000000000437,-875.0
ID_0201_Z_0241.tif,95026,66815.15625,0.36249542236328125,-711.0639930124387,-462.0,-853.0
ID_0202_Z_0098.tif,23809,16740.703125,0.09082412719726562,-552.6112814481919,-240.0,-725.0
ID_0203_Z_0079.tif,62012,43602.1875,0.2365570068359375,-674.8981648713152,-427.0,-812.0
ID_0204_Z_0066.tif,64537,45377.578125,0.24618911743164062,-610.5671320327874,-127.0,-826.0
ID_0205_Z_0066.tif,40994,28823.90625,0.15637969970703125,-630.2814802166171,-291.0,-810.0
ID_0206_Z_0062.tif,61998,43592.34375,0.23650360107421875,-609.0865189199652,-203.85000000000582,-789.0
ID_0207_Z_0160.tif,49231,34615.546875,0.18780136108398438,-663.4503057016921,-348.0,-827.0
ID_0208_Z_0063.tif,46972,33027.1875,0.1791839599609375,-622.8085029379205,-293.0,-782.0
ID_0209_Z_0267.tif,75884,53355.9375,0.2894744873046875,-707.8992804807338,-472.0,-860.0
ID_0210_Z_0140.tif,77572,54542.8125,0.2959136962890625,-652.8211854792967,-309.0,-818.0
ID_0211_Z_0140.tif,68660,48276.5625,0.2619171142578125,-616.611039906787,-356.0,-763.0
ID_0212_Z_0064.tif,55139,38769.609375,0.21033859252929688,-665.5363898511035,-331.0,-819.0
ID_0213_Z_0088.tif,83241,58528.828125,0.3175392150878906,-708.9229346115496,-436.0,-863.0
ID_0214_Z_0120.tif,44961,31613.203125,0.17151260375976562,-593.8878138831432,-159.0,-868.0
ID_0215_Z_0238.tif,54946,38633.90625,0.20960235595703125,-625.6008262657882,-258.25,-814.0
ID_0216_Z_0057.tif,61687,43373.671875,0.23531723022460938,-639.1436445280204,-86.0,-833.0
ID_0217_Z_0078.tif,68454,48131.71875,0.26113128662109375,-644.7364945803021,-294.65000000000146,-809.0
ID_0218_Z_0231.tif,67402,47392.03125,0.25711822509765625,-668.4251802617133,-407.0,-813.0
ID_0219_Z_0222.tif,74808,52599.375,0.285369873046875,-674.5947224895733,-391.0,-824.0
ID_0220_Z_0066.tif,55930,39325.78125,0.21335601806640625,-672.5349186483104,-222.0,-859.0
ID_0221_Z_0081.tif,71816,50495.625,0.273956298828125,-689.9130138130779,-415.0,-828.0
ID_0222_Z_0122.tif,61854,43491.09375,0.23595428466796875,-656.8604940666731,-393.0,-801.0
ID_0223_Z_0214.tif,109188,76772.8125,0.4165191650390625,-706.6086291533868,-453.0,-849.0
ID_0224_Z_0210.tif,63229,44457.890625,0.24119949340820312,-677.6015277799744,-472.0,-823.0
ID_0225_Z_0069.tif,34710,24405.46875,0.13240814208984375,-638.7894554883319,-380.0,-790.0
ID_0226_Z_0066.tif,27448,19299.375,0.104705810546875,-631.4046196444185,-340.0,-811.0
ID_0227_Z_0181.tif,58753,41310.703125,0.22412490844726562,-633.3375827617314,-391.0,-783.0
ID_0228_Z_0097.tif,78096,54911.25,0.29791259765625,-678.7851234378202,-365.0,-827.0
ID_0229_Z_0060.tif,90214,63431.71875,0.34413909912109375,-695.0972798013612,-431.0,-850.0
ID_0230_Z_0242.tif,72619,51060.234375,0.2770195007324219,-674.3968520635095,-429.0,-819.0
ID_0231_Z_0140.tif,60102,42259.21875,0.22927093505859375,-681.4638780739409,-404.0,-829.0
ID_0232_Z_0063.tif,42696,30020.625,0.162872314453125,-587.1198707138842,-265.0,-760.0
ID_0233_Z_0064.tif,65232,45866.25,0.24884033203125,-661.4787527593819,-287.0,-840.0
ID_0234_Z_0096.tif,83330,58591.40625,0.31787872314453125,-687.163746549862,-428.0,-829.0
ID_0235_Z_0058.tif,81973,57637.265625,0.3127021789550781,-677.4366315738109,-338.0,-842.0
ID_0236_Z_0122.tif,42275,29724.609375,0.16126632690429688,-661.7657953873447,-361.0,-813.0
ID_0237_Z_0061.tif,40067,28172.109375,0.15284347534179688,-595.6125988968478,-162.0,-782.0
ID_0238_Z_0253.tif,55583,39081.796875,0.21203231811523438,-638.8943561880432,-431.0,-780.0
ID_0239_Z_0365.tif,80831,56834.296875,0.3083457946777344,-697.0883943041655,-345.5,-866.0
ID_0240_Z_0066.tif,45653,32099.765625,0.17415237426757812,-626.256259172453,-162.0,-832.0
ID_0241_Z_0124.tif,21716,15269.0625,0.0828399658203125,-583.961963529195,-351.75,-732.0
ID_0242_Z_0123.tif,41900,29460.9375,0.1598358154296875,-646.7393794749403,-268.0,-871.0
ID_0243_Z_0056.tif,34276,24100.3125,0.1307525634765625,-503.53057532967676,-107.0,-744.0
ID_0244_Z_0184.tif,53160,37378.125,0.202789306640625,-656.4013920240783,-421.0,-801.0
ID_0245_Z_0318.tif,69798,49076.71875,0.26625823974609375,-694.7928164130777,-369.0,-858.0
ID_0246_Z_0228.tif,78426,55143.28125,0.29917144775390625,-661.8219213016091,-265.0,-832.0
ID_0247_Z_0070.tif,54340,38207.8125,0.2072906494140625,-654.2592749355907,-344.0,-807.0
ID_0248_Z_0062.tif,63418,44590.78125,0.24192047119140625,-645.698192942067,-239.0,-828.0
ID_0249_Z_0070.tif,62288,43796.25,0.23760986328125,-643.2574813768302,-296.0,-800.0
ID_0250_Z_0070.tif,64603,45423.984375,0.24644088745117188,-626.9094933671811,-90.0,-821.0
ID_0251_Z_0125.tif,88203,62017.734375,0.3364677429199219,-701.0952348559573,-447.0,-868.0
ID_0252_Z_0064.tif,70984,49910.625,0.270782470703125,-682.2875859348586,-341.0,-846.0
ID_0253_Z_0238.tif,69835,49102.734375,0.2663993835449219,-638.7296484570774,-324.0,-800.0
ID_0254_Z_0075.tif,150273,105660.703125,0.5732460021972656,-717.413613889388,-313.0,-894.0
ID_0255_Z_0061.tif,70636,49665.9375,0.2694549560546875,-669.4384874568209,-292.0,-851.0
ID_0256_Z_0062.tif,55075,38724.609375,0.21009445190429688,-676.1182932364957,-268.0,-859.0
ID_0257_Z_0071.tif,56422,39671.71875,0.21523284912109375,-624.9700648683138,-122.0,-831.0
ID_0258_Z_0072.tif,61086,42951.09375,0.23302459716796875,-672.8156533411911,-397.0,-815.0
ID_0259_Z_0073.tif,62248,43768.125,0.237457275390625,-648.3709356123892,-255.0,-819.0
ID_0260_Z_0148.tif,62433,43898.203125,0.23816299438476562,-672.4719299088623,-360.0,-823.0
ID_0261_Z_0238.tif,49274,34645.78125,0.18796539306640625,-688.7448350042619,-457.0,-834.0
ID_0262_Z_0064.tif,60734,42703.59375,0.23168182373046875,-677.0775018935028,-387.65000000000146,-849.0
ID_0263_Z_0093.tif,76063,53481.796875,0.2901573181152344,-685.6813036561797,-407.0,-834.0
ID_0264_Z_0080.tif,42364,29787.1875,0.1616058349609375,-545.5033755075063,-182.0,-823.0
ID_0265_Z_0063.tif,63944,44960.625,0.243927001953125,-676.2830758163393,-348.0,-840.0
ID_0266_Z_0202.tif,55022,38687.34375,0.20989227294921875,-658.7420486350915,-380.0,-811.0
